Date,XLU_AUM,XLY_AUM,XLF_AUM,XLK_AUM,XLRE_AUM,XLE_AUM,XLP_AUM,XLI_AUM,XLB_AUM,XLC_AUM,XLV_AUM,Total_AUM,XLK_weight,XLF_weight,XLV_weight,XLY_weight,XLP_weight,XLE_weight,XLI_weight,XLU_weight,XLRE_weight,XLB_weight,XLC_weight
2018-06-25,7265200376.31,14204274303.41,30002946442.76,21677233885.21,2474666786.2,18701157670.19,8244536646.42,11773509585.17,4614967018.39,24708769.86,15493914669.15,134477116153.06999,0.1611964511533372,0.2231081934312811,0.1152159944559927,0.10562595859983966,0.061308101201661476,0.1390657251223562,0.08755028306651579,0.05402555158931509,0.018402140505327198,0.034317861286800394,0.00018373958757321197
2018-06-26,7352120066.11,13977846995.57,29824094498.5,21787164798.51,2547101541.47,18946723769.23,8389329172.41,12063561929.86,4535571339.89,148676617.09,15315683406.5,134887874135.13998,0.16152055874705323,0.2211028581310442,0.1135438118859794,0.10362567491845878,0.06219483571966588,0.1404627650239922,0.08943399847620025,0.05450541876539724,0.018883102412290506,0.03362475218006588,0.0011022237398525942
2018-06-27,7436431236.7,13641209534.55,29343385284.67,21401117212.4,2562438880.95,19079545379.62,8350343584.58,12029675079.26,4514534126.4,147102831.0,15116206502.8,133621989652.92998,0.16016164156803311,0.21959997273567447,0.11312663837788124,0.1020880587841994,0.062492285934891395,0.14278746656278093,0.09002766019654326,0.05565275038947857,0.01917677537661042,0.033785862178269156,0.0011008878956381743
2018-06-28,7583013055.84,13744720477.48,29560375050.08,21545836937.53,2571022048.78,19317052385.84,8504756280.06,11718501831.86,4490719026.86,161185531.05,15051327089.27,134248509714.65,0.16049218708890284,0.22019145771458942,0.11211541283595725,0.10238266709027083,0.06335084313514663,0.14389025566763525,0.08728962322761046,0.05648489560113528,0.01915121481977565,0.03345079238797647,0.0012006504309999837
2018-06-29,7699228057.11,13778641227.76,29715769463.33,21575821329.84,2576371037.37,19384982371.61,8552502288.89,11706622301.69,4494990459.75,160555056.25,15053704395.91,134699187989.51,0.1601778128871888,0.22060837861653765,0.11175794465132441,0.10229193979130033,0.06349334703900401,0.14391313459973976,0.08690937544925423,0.05715868203830297,0.019126849061411124,0.03337058319980413,0.001191952666132654
2018-07-02,7697220445.14,13810609693.38,29783632874.99,21790781105.77,2578772843.3,19088076422.11,8389187287.85,11772336682.91,4450670632.35,174420010.41,15108620027.68,134644328025.89003,0.16183957709365945,0.22120228391100938,0.11221133670610206,0.10257104696400157,0.06230628063468733,0.14176665814277492,0.08743284515220248,0.057167060491845924,0.019152480324341192,0.03305501759787612,0.0012954129814993895
2018-07-03,7918410796.81,13690126685.77,29623742129.28,21451738403.39,2600782661.19,19153224795.3,8378037496.78,11606696804.06,4336445806.01,182010731.53,15228099066.2,134169315376.31999,0.1598855769906991,0.22079371908689335,0.11349911880736675,0.10203619693051082,0.06244376721518748,0.14275413675309265,0.08650783356466694,0.0590180457774591,0.019384332802886324,0.032320697126962866,0.0013565749442746558
2018-07-05,8010584247.46,13739207043.8,29570473952.27,21744002507.92,2601236039.18,19115555779.82,8516908783.22,11706496953.63,4339507537.12,187382196.59,15448619626.82,134979974667.83,0.1610905807430284,0.21907304416851087,0.11445119666704082,0.10178700268399507,0.06309757283759403,0.14161771645654223,0.08672765706497075,0.05934646429719012,0.01927127372472353,0.03214926916232591,0.0013882221940782384
2018-07-06,8228826622.79,13839621708.82,29765583534.84,22052442645.13,2615187397.29,19229771801.33,8542231587.71,11830965057.5,4410691315.45,198066018.3,15723317021.33,136436704710.48999,0.16163130509435772,0.21816404609009485,0.11524257387111393,0.10143620617477384,0.06260948331928767,0.14094280451975408,0.08671394609393825,0.060312411093855184,0.01916777016008457,0.03232774732290117,0.0014517062598388278
2018-07-09,7933912710.23,13957041776.54,30224001675.92,22282053147.25,2591644750.07,19480576326.58,8463486789.72,12074024859.84,4469596496.54,206890375.33,15994687868.93,137677916776.94998,0.161841881899977,0.21952686664256746,0.11617467959544132,0.10137458572351588,0.061473088697525644,0.141493834179233,0.08769761442135238,0.05762661794980249,0.018823968365737888,0.03246414967028539,0.0015027128545617098
2018-07-10,7678010246.15,14044373070.45,30481022924.77,22387423730.78,2604053187.05,19668711885.02,8627927149.66,12411513991.33,4594633861.67,211602825.12,16230189828.88,138939462700.88,0.16113077807834508,0.21938348063423843,0.11681483081463796,0.10108267872523627,0.06209846347423188,0.1415631779674028,0.08933037273974853,0.05526155130367701,0.018742358264737316,0.03306932222389326,0.0015229857738514184
2018-07-11,7615959974.49,14051468578.74,29978147108.96,22097264377.69,2615380840.1,19274075627.07,8629460355.17,12142209756.07,4626151143.13,252114315.8,16187820402.46,137470052479.68002,0.160742387007936,0.21807038382698796,0.11775525003784212,0.10221476114455548,0.06277338372621596,0.14020563227702976,0.08832621750737155,0.05540086613130336,0.019025095232916924,0.03365206501113258,0.001833958096708125
2018-07-12,7798390513.52,14162875026.58,30084000280.55,22498346827.75,2621498898.52,19244249325.82,8650675464.53,12076551489.29,4649230964.2,266456186.71,16474595320.57,138526870298.04,0.16241142804529474,0.2171708652323148,0.11892707375200907,0.10223919010159278,0.062447635219925975,0.13892069664474535,0.087178404184743,0.05629514690357036,0.018924118424677144,0.033561943283618535,0.0019234982075081938
2018-07-13,7853089779.38,14198172426.72,30162164230.3,22554177568.17,2630842633.69,19361572777.78,8614538803.78,12251272549.86,4639222871.7,271373304.58,16564505955.19,139100932901.15,0.1621425327477695,0.21683653445900533,0.1190826374037428,0.10207100794075709,0.06193012961244332,0.1391908190259156,0.08807469723129883,0.05645605400044787,0.018913191873124024,0.03335148639870585,0.0019509093067898212
2018-07-16,7526202262.55,14213983772.78,30521376327.13,22584122365.62,2615412507.41,19041192475.23,8563425650.19,12601353253.36,4628496442.14,275767076.53,16546374313.95,139117706446.89,0.16233823100182995,0.2193924634516738,0.11893794640919265,0.10217235559591671,0.06155525323772641,0.13687109255570729,0.090580513258898,0.054099528052694176,0.018799997313127554,0.033270361914045705,0.0019822572091876575
2018-07-17,7600150149.28,14182803999.14,30820598098.15,22737622656.99,2598893224.65,18983781877.44,8580808869.06,12575301680.8,4629052639.3,278295182.84,16661552901.0,139648861278.65,0.16281996465134232,0.2207006760810728,0.11931033843343825,0.10156047009105341,0.061445605717745044,0.13593939616564782,0.0900494394702419,0.05442328766372789,0.018610199903200557,0.03314780082641251,0.0019928209961175437
2018-07-18,7517717772.37,14278659017.77,31293970276.65,22711936965.9,2590971910.24,19009182412.76,8539353952.09,12735337581.24,4769422007.48,277577178.56,16679307546.18,140403436621.24002,0.1617619732996206,0.22288607052454368,0.11879557899408838,0.10169736127106982,0.06082012062942752,0.13538972314502676,0.09070531240339609,0.053543687770622066,0.018453764185484625,0.033969410737048074,0.0019769970396722367
2018-07-19,7556360166.94,14085282960.85,31278626139.75,22584314790.68,2626991721.43,18923493755.55,8707447351.16,12866980380.24,4748714808.87,280727135.86,16518199365.89,140177138577.22,0.16111268228120434,0.2231364290727008,0.11783804073579762,0.10048202655449967,0.06211745680885967,0.13499700413078078,0.09179086198247591,0.05390579550728519,0.018740514666611325,0.03387652834883667,0.002002659910947994
2018-07-20,7525404686.82,14024807545.15,31199139769.13,22566409151.87,2602915260.86,19032069681.55,8684433803.06,12629525519.34,4685810286.54,284844889.66,16523715491.5,139759076085.47998,0.1614665020972795,0.22323516041310879,0.11822999946989991,0.10034988737741865,0.06213860341884625,0.1361777010454014,0.09036640677000098,0.05384555262956434,0.018624302147418285,0.03352777091681722,0.002038113714244806
2018-07-23,7594093207.11,13931999707.03,31704084544.45,22630661540.37,2596762024.11,19010652166.39,8992627775.86,12521974158.81,4641738368.78,285937737.32,16498042112.91,140408573343.14,0.16117720593217374,0.22579877987200542,0.11750024745704782,0.09922470811651958,0.06404614448922008,0.13539523772476825,0.08918240432660723,0.05408568028499968,0.01849432668020817,0.03305879590013499,0.0020364692163149178
2018-07-24,7630134708.89,13956322198.65,32028032733.74,23169176706.74,2604892327.71,19257003257.59,8926951225.16,12488890583.68,4585941720.58,290704998.56,16650504805.06,141588555266.36,0.1636373551743187,0.22620495472595262,0.11759781554191755,0.0985695642730093,0.06304853671517724,0.1360067783823575,0.0882055089847169,0.05388948770990704,0.01839761923419312,0.03238921191019154,0.00205316734825861
2018-07-25,7569441008.64,13985281360.75,32143046173.65,23554760976.39,2629830014.9,19335476685.29,8923434070.05,12712961032.25,4665047013.21,297795652.93,16805538201.51,142622612189.57,0.1651544633405092,0.22537131861619783,0.11783221428571611,0.09805795270501114,0.06256675525048734,0.13557090554189138,0.08913706485302826,0.05307321814144667,0.018439081815473293,0.032709027983650656,0.0020879974665881052
2018-07-26,7602806174.57,13965494555.51,32104209086.5,23278104819.5,2646042377.39,19547580072.58,9126355110.24,13085918317.6,4732654272.45,294083481.99,16940783643.21,143324031911.54,0.16241592222208284,0.22399739009794817,0.11819918416519218,0.09744000618214217,0.06367637714708453,0.1363873162921123,0.09130302952736262,0.05304627614203927,0.01846195883620651,0.03302066101078573,0.002051878377043629
2018-07-27,7676818526.34,14039186975.31,32081123671.98,23249951504.73,2621470782.45,19286180003.46,9092186922.88,13237650698.26,4721156475.56,315465111.81,16841697138.05,143162887810.83,0.16240208520696792,0.22408826870250606,0.11764010488740616,0.0980644298951335,0.06350938474288162,0.13471494113016236,0.09246565852842903,0.05362296502766735,0.0183111057798297,0.0329775163644251,0.0022035397345912975
2018-07-30,7658886261.96,13929133652.6,31932344355.5,22658281643.03,2626535657.89,19406866781.05,9082836558.77,13027517305.64,4681611667.83,356370347.22,16879947794.66,142240332026.15002,0.15929575894735967,0.22449571018738504,0.11867202188164692,0.0979267515351357,0.06385556353383776,0.13643715888881758,0.09158806872895213,0.05384468773984555,0.01846547755110082,0.0329133910273024,0.0025054099786162164
2018-07-31,7862724173.26,14007176536.03,31799254021.15,22658677793.86,2679817390.52,19295225256.63,9173312528.51,13414899385.48,4738579021.79,360907109.03,16983993513.45,142974566729.71,0.15848047881617777,0.22241196283018458,0.11879031286423015,0.09796970787475953,0.06416044992010313,0.1349556476929716,0.09382717284844476,0.05499386606377547,0.018743315344932156,0.03314281085214387,0.002524274892277074
